ID,Title,Abstract,Labels
133,recurrent neural networks environmental sound recognition scikit learn tensorflow,ieee paper we perform comparison techniques environmental sound classification multilayer perceptron mlp support vector machine svm deep learning new machine learning platforms i e scikit learn tensorflow respectively feature based classification principal component analysis short time fourier transform used our feature front end mlp svm deep learning based classification convolution pooling layers acting feature extractor input image while fully connected layer will act classifier our experimental results show our proposed deep neural network dnn models outperform feature based sound classification algorithms original deep learning work 1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
134,investigation saturated vapor pressure regarding low volatility organophosphorus extractants di 2 ethylhexyl phosphoric acid tributyl phosphate correlation thermodynamics study,elsevier ltdnew saturated vapor pressure psat data organophosphorus extractants di 2 ethylhexyl phosphoric acid d2ehpa tributyl phosphate tbp investigated t 383 8 546 2 k psat 0 13 6 67 kpa vacuum distillation method data found good fit antoine august riedel wagner equation regression constants prove very useful estimating psat operating temperature intermolecular hydrogen bonding affected d2ehpa having lower psat comparison tbp thermodynamic properties both molar enthalpy molar entropy vaporization obtained clausius clapeyron equation temperature increased molar enthalpy molar entropy vaporization decreased showing positive deviation trouton s rule relations molar enthalpy temperature saturated liquid heat capacity obtained all data can usefully employed design distillation column or evaporator recycling both extractants organic wastewater,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
135,forecasting thailand s precipitation cascading model cnn gru,ieee precipitation prediction necessary use water management especially thailand it can applied various ways such flood warning agriculture planning etc there many prior attempts forecast rainfall rain gauge station some deployed traditional machine learning approaches arima k nn etc recently deep learning approach has shown promising results task however accuracy still limited since raining period throughout year thailand very scarce so most rainfall amount zero paper we propose cascade two deep learning networks tackle problem one classification model classify whether it rains or not other regression model predict rainfall amount our network combination cnn gru where cnn aims capture relationship between various sensors gru aims capture time series information furthermore we also perform multi step forecasting applying rolling mechanism uses predicted rainfall involved features predict next 6 steps experiment conducted hourly rainfall dataset 6 years 2013 provided public government sector thailand we use rmse performance metric evaluate three periods rainfall overall rain non rain periods results show our cascading model winner only 4 53 term rmse which average percentage difference over all regions,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
136,scenario planning low carbon tourism city case study nan,copyright elsevier ltd all rights reserved industrialization alongside urbanization proceeding rapidly worldwide tend generate massive greenhouse gas emissions conflict among rapid urbanization sustainable development will become increasingly serious moreover current model urbanization looks unsustainable transition low carbon city ecotourism one sustainable development approach tourism city achieve low carbon city target concept provides many benefits environment economies local people especially developing countries asean such cambodia laos vietnam malaysia indonesia thailand nan province has been popular tourist destination thailand over past few years nan aimed develop province ecotourism city promoting sustainable natural resource management conservation province risks failing meet ecotourism target due rapid growth tourism order minimize risks ecotourism development nan scenario planning selected important tool help nan province prepare plan future development four scenarios designed present plausible alternative futures nan under particular assumption key drivers important uncertainties steep analysis selected identify key driving forces include within scenarios addition indicators monitoring development low carbon tourism city also proposed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
137,development it helpdesk microservices,ieee often businesses employ technology driving business growth many applications or systems have been introduced organizations process improvement customer satisfaction it helpdesk system allows users submit service requests reporting problems or their requirements it teams trouble shooting paper presents design it helpdesk microservice architecture promote scalability system implementation includes classification service automatically categorizes tickets associated it teams support thesaurus database utilized clustering request subjects benefits proposed approach would enable scalability fortify availability system,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
138,preparation hydrothermal carbon catalyst support conversion biomass 5 hydroxymethylfurfural,2017 elsevier b v suitable hydrothermal carbonization conditions including temperature 180 250 c time 6 24 h determined preparation glucose derived carbon material used catalyst support sugar cellulose conversions while hydrothermal carbons htcs prepared various conditions exhibited similar chemical structural characteristics examination liquid fractions hydrothermal carbonization provided additional evidence stability htcs suitable hydrothermal carbonization condition found 220 c 6 h providing stable carbon support after sulfonation yielded carbon based acid catalyst htc220 6 so3h exhibit relatively high catalytic activities cellulose hydrolysis fructose dehydration reaction giving glucose hmf yields 43 63 1 62 wt 20 29 1 09 wt respectively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
139,interoperable building energy management system ieee1888 open protocol peak load shaving,ieee peak load shaving implemented building energy management system bems ieee1888 open protocol adopted facilitate interoperability capability through tcp ip network data structure determined facility information access protocol fiap operation equipped battery energy storage system bess optimized analytical load forecast model peak load shaving application developed 15 minute line processing real world bems demonstrated test bed building chulalongkorn university thailand where significant loads distributed air conditioning systems experimental results gathered work day load forecast conducted two weeks optimized operation 5 76 kw 14 4 kwh bess examined accordingly up 4 kw peak load successfully shaved out 50 kw peak demand,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,development prediction model ungauged catchment north thailand,association computing machinery flow data essential hydrological study planning management prevent drought flood region catchments where flow data not recorded or poor quality hydrological indices could alternative predicting flow ungauged catchments study demonstrates methodology predicting flow ungauged catchments through case study 37 sub catchments upper ping catchment northwest thailand 2006 2014 regression method applied investigate relationship between three flow indices including runoff coefficient base flow index 95th percentile flow catchment properties prediction interval regression relationship used condition rainfall runoff model parameters model performance tested nse reliability 95th percentile flow found most informative index regionalize flow followed rc bfi had least contribution prediction flow poor nse large uncertainty 95th percentile flow rc generally worked well small sub catchments,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
141,surface dependence adsorption its influence heterogeneous photocatalytic reaction case photocatalytic degradation linuron zinc oxide,springer science business media llc part springer nature abstract work systematically investigates discrepancy photocatalytic degradation pathway observed even when same kind photocatalyst used issue particularly important degradation toxic compound because shifting pathway may result intermediates having increased toxicity linuron which toxic herbicide used model compound zinc oxide zno used catalyst two forms zno having different exposing surfaces i e conventional particles nanorods considered it experimentally shown confirmed molecular simulation adsorption subsequent degradation surface dependent adsorption capacity linuron polar surfaces zno much higher than non polar surface more importantly alignments linuron molecule adsorbing different surfaces different leading formation different degradation intermediates degradation takes place both aliphatic aromatic sides when linuron adsorbs polar surfaces whereas only aliphatic part attacked hydroxyl radicals non polar mixed terminated surface results work indicate exposing surface photocatalyst key factor determining degradation pathway it should considered catalyst design graphical abstract figure not available see fulltext,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
142,highly sensitive spr refractive index sensor based microfluidic channel assisted graphene ag composite nanowire,2021 bmj publishing group all rights reserved highly sensitive refractive index ri sensor based microfluidic channel mfc incorporated single mode fiber smf filled ag graphene composite nanowire presented analyzed here sensing performance coupling properties designed sensor numerically analyzed full vectorial finite element method fem incorporating amplitude wavelength interrogation techniques detection range varied n_a 1 330 1 350 maximum wavelength amplitude sensitivity obtained 13700 nm riu 1026 riu 1 respectively here ag graphene composite nanowire can not only solve problem oxidation but also enhances sensitivity sensor addition high sensitivity it also provides better performance than other sensing devices based similar technologies such ag nanowire filled sensors moreover influences polishing depth d nanowire radius rn graphene layer lg channel size s designed sensor also thoroughly investigated here present work can provide base designing real time highly sensitivity remote sensing distributed spr based ri sensor,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
143,scaling network traffic logger microservice architecture,ieee over past few years many large organizations evolve their technology stack microservices also known microservice architecture although traditional monolithic architecture still good choice many applications it does have limitations scalability change made small part application also requires entire monolith rebuilt deployed makes it harder maintain good modular structure over time paper thus presents design network traffic logger microservice architecture based scaling model scale cube each service can individually scaled result being application scaled more efficiently preliminary study carried out performance evaluation results show microservice based logger yields less query times radius log retrieval compared monolithic,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,development asset management system distribution power transformers,2021 ieee transformers most important equipment electrical system their lifetime scoped study it normally depends load capacity can approximately predicted development distribution power asset management system transformers uses statistic evaluation lifetime assessment each spare part composed transformer statistic evaluation such normal distribution weibull distribution log normal gumbel distribution applied appropriated statistic evaluation selected determine suitable failure time each spare part normal distribution used self restoring insulation such liquid gas breakdown weibull distribution used solid insulation breakdown advantage work can reduce maintenance cost precisely determine lifetime results present next maintenance specified part,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
145,foliage houseplant responses low formaldehyde levels,elsevier ltdhouse plants reported clean formaldehyde indoor environments thus reduce its deleterious health effects we measured formaldehyde removal rates concentrations similar those caused new furniture or office photocopiers we also measured co2 humidity changes counted stomata density monitored leaf color shape changes controls artificial polyester fern methanol voc all plants reduced formaldehyde 0 75 ppm below 0 2 ppm six hours plants fall into two major groups different responses one group showed high removal rates boston fern 0 85 m h 1 golden pothos 0 41 m h 1 spanish moss 0 44 m h 1 spider plant 0 40 m h 1 faster than artificial fern 0 09 m h 1 they also show no change color appear completely assimilate formaldehyde another group absorbed formaldehyde significantly lower rate dumb cane 0 07 m h 1 aloe vera 0 17 m h 1 chinese evergreen 0 09 m h 1 had generally different overall behavior fast group different co2 humidity variance changes suggesting different formaldehyde absorption mechanism intermediate case snake plant 0 29 m h 1 has slower rate than fast group but also exhibited other changes suggesting some combination both mechanisms overall good correlations between formaldehyde uptake rates stomata counts total leaf area water evapotranspiration rates shown all these plants,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
146,preparation aluminum magnesium oxide different methods use ptsn catalyst supports propane dehydrogenation,2019various magnesium aluminum oxides mg al o prepared physical mixing hydrothermal solvothermal method without calcination employed supports bimetallic ptsn catalysts propane dehydrogenation use non calcined mg al o sv obtained solvothermal method led highest pt dispersion lowest fraction strong acid sites lowest metallic tin species well coke content unlike other catalysts gradually deactivated time stream ptsn mg al o sv maintained high propylene yield 26 9 during 5 h reaction time without any sign catalyst deactivation improved catalyst performances attributed not only high surface area flower like nanosheet structure mg al o sv but also uniform mg o al bonding high al mg atomic ratio catalyst surface confirmed xps results,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
147,centralized market platform electric vehicles residential distribution systems,2023 ieee number electric vehicles evs tends increase steadily global scale causes challenges energy market evs terms electricity costs technical effects distribution systems paper proposes centralized market platform managed distribution system operator dso determine appropriate appealing electricity costs charging ev without violating power system s limits bus voltage level line capacity transformer loading limits complete operations centralized market platform ev power bidding price each ev owner who wishes participate centralized market platform collected through single auction electricity costs charging ev calculated taking into account maximum ev power determined dso so power system limits not violated paper modifies employs thailand typical 380 v distribution test system during off peak peak hours case study results show during off peak hours electricity costs charging ev range between 2 40 2 50 thb kwh while during peak hours electricity costs range between 3 50 5 40 thb kwh decrease ev charging costs will encourage ev owners utilize their evs,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
148,performance geosynthetic cementitious composite mat stabilising sandy slopes,thomas telford ltd recent years there has been much research interest soil erosion slope failure due seepage rainfall especially toward finding new technologies materials which stabilise soil slopes many geosynthetic materials have been developed stabilise soil slopes while also being environmentally friendly convenient construction study performance novel geosynthetic cementitious composite mat gccm studied regarding its ability stabilise soil slopes physical model tests performed sandy soil slopes under seepage conditions both without gccm stabilisation particle image velocimetry used measure soil displacement standpipe piezometers used monitor pore water pressure slope results show slope displacement gccm stabilisation much smaller than without it presence gccm constrains displacement near slope surface being along slope whereas without gccm slope can deform freely especially middle upper zone slope area results indicate gccm performs well slope stabilisation,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
149,event b formalization basic supply chain patterns,ieee recent years supply chains increasingly becoming more valuable dynamic large variety compliance high quality needed total safety reliability several business process models proposed cope increasing risk complexity supply chain operations events especially when unexpected events caused time dependent behaviors occur formal verification approach becomes more interesting choice preventive checking safety correctness real time system specification very beginning design phase practice timed petri net formal model commonly used graphically illustrate time dependent behaviors real time system however simulation timed petri net tedious inefficient verifying huge complex realtime system alternatively event b formalization approach provides efficient better automatic proving tool whilst writing event b specification scratch needs designer mathematical logic backgrounds paper we still encourage drawing ordinary timed petri net otpn formal model supply chain events which easier more understandable first place moreover we expect several basic supply chain event patterns building blocks ordinary timed petri net notations would help ease construction formal model complex production processes we hereafter propose mean transform given ordinary timed petri net supply chain event patterns into complete event b specification which will automatically proved event b prover called rodin,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
150,application data mining software predict alum dosage coagulation process case study vientaine lao pdr,authors ios press all rights reserved paper presents alum dosage prediction coagulation process weka data mining software data research had been collected dongmarkkaiy water treatment plant dwtp vientiane capital laos pdr 1st january 2008 31st october 2016 total number collected data 2 891 records research we compared results multilayer perceptron mlp m5rules m5p reptree method root mean square error rmse mean absolute error mae value three input independent variables i e turbidity ph alkalinity used dependent variable alum added coagulation process our experimental results indicated mlp method yielded highest precision method order predict alum dosage,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
151,optimization fiber reinforced polymer patches repairing fatigue cracks steel plates genetic algorithm,2020 work made available under terms creative commons attribution 4 0 international license practical design optimization fiber reinforced polymer frp patches repairing fatigue cracks metallic structures presented design procedure combines finite element fe genetic programming gp genetic algorithm ga approaches optimum patch design defined combination design parameters simultaneously minimizes patch volume reduces stress intensity factor sif range below fatigue threshold range patching correction factor which accounts positive effects material geometric properties patch adhesive layer sif solution proposed correction factor developed performing symbolic regression via gp analyses sif values obtained three dimensional fe models closed form sif solution facilitates visualization effects design parameters simplifies calculation fatigue life reduces computation effort design optimization example center cracked steel plate subjected constant amplitude fatigue loading then repaired double sided adhesive bonded frp patches used illustrate optimization procedure,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
152,improving short text classification fast semantic expansion multichannel convolutional neural network,ieee nowadays text classification recognized one crucial tools business users gain more insights customers however textual data customers such comments usually short thus there two main issues short text categorization 1 insufficient contextual information 2 noisy data due misspellings recently there prior attempt propose deep learning approach short text categorization expanding semantic word embeddings clustering via algorithm based density peaks searching since number words word embeddings usually large clustering algorithm does not scale size data set thus demanding unacceptable computational cost paper we aim propose fast short text categorization framework rather than cnn k max pooling layer we propose use faster version convolutional neural network cnn called multichannel cnn speed up semantic expansion process we propose employ mini batch k means which considerably faster scales well size data set furthermore we also introduce additional preprocessing step increase vocabulary coverage rate word embeddings we conducted experiments four public data sets google snippets trec mr subj results showed proposed framework does not only improve accuracy all data sets but also reduces computational costs several days few hours,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
153,photovoltaic power generation forecast estimator model kalman filter,ieee paper presents approach forecast photovoltaic pv power generation kalman filter auto regressive integrated moving average arima method suitable real time forecast high resolution time step we use it forecast five minute time step paper however kalman filter requires real time measurement data adjust forecast value hence we propose estimator model help approach perform reliable forecast even when real time measurement data unavailable dataset building estimator model set historical data power generation neighbor pv rooftops distance between pv rooftops we use arima model estimate transition matrix running kalman filter performance test measured root mean square error rmse skill score ss obtained result shows arima model has lower accuracy compared kalman filter estimator model real time data estimation estimator model can used kalman filter forecast pv power generation good accuracy,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
154,wheeling charge considering line flow differentiation based power flow calculation,ieeeindustrial estates thailand which usually connected distribution systems allow power producers directly negotiate their own customers therefore distribution utilities have calculate wheeling charges fairness transparency paper proposes concept wheeling charge calculation based power flow based mw mile method consideration differentiation line flow magnitude before after power transaction results show proposed concept computes different wheeling charge against existing power flow based mw mile method can reflect increase or decrease line flow due power transaction,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,nonlinear model predictive control inverted pendulum iterative steepest descent algorithm,ieeethis paper presents nonlinear model predictive control nmpc nonlinear systems apply inverted pendulum there distinction between optimal control nmpc optimal control aims minimize cost function over finite horizon applies control input system other hand nmpc employs state feedback updates control input each time step each sampling time control design nmpc formulated two point boundary value tpbv problem when optimal control law calculated only first control input applied controlled system we employ iterative steepest descent algorithm solve tpbv problem numerical results show comparison between optimal control nmpc applied inverted pendulum,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
156,assessment heat power ratio bio oil sorption enhanced steam reforming solid oxide fuel cell system,elsevier ltda solid oxide fuel cell sofc high efficiency technology combined heat power chp generation heat power production can varied according changes heat power loads which affect electrical thermal efficiencies study analyzes changes heat power production rates bio oil sorption enhanced steam reforming sesr sofc system variations stack burner ratio bio oil split fractions fuel utilization factor uf recirculation ratio r investigated effect heat power ratio system performance co2 capture efficiencies also studied moreover benefit implementation bio oil sesr sofc system over conventional operation match energy demand industrial case evaluated results reveal increase uf decreases operating range heat power ratio other hand anode gas recirculation ratio affects such parameter when system performs high stack burner ratio higher heat power ratio increases stack electrical thermal efficiencies leading higher chp efficiency heat power ratio proposed system varies between 0 05 7 5 however attain co2 capture efficiency higher than 50 heat power ratio should lower than 1 5 comparing two operational strategies fixed heat power ratio variable heat power ratio it found heat power ratio important factor energy management primary energy saving enhanced when system operated satisfy rates heat power demand,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
157,unscented kalman filter state charge estimation lithium titanate battery,2023 ieee accurate estimation state charge soc lithium titanate lto batteries required their effective operation management study we propose unscented kalman filter ukf approach estimating soc lto batteries which challenging assess due nonlinear voltage soc relationship aging impact our approach uses state measurement model based lto s electrochemical characteristics employs sigma points weights address nonlinearities according findings our research ukf based methodology has high accuracy rapid convergence resilience discharge rate outperforming or matching capabilities existing state art approaches work provides novel effective solution lto battery soc estimation useful applications electric vehicles energy storage smart grid energy systems,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,simple effective technology sustainable biodiesel production high power household fruit blender,2019a commercial household fruit blender proposed simple less time consuming effective biodiesel production technique research work biodiesel successfully produced 1200 w commercial household fruit blender due synergistic effect derived very high rotational speed blender blades integrated micro mixing level cavitation phenomena heat mass transfer became greatly enhanced vigorous stirring inherently increased temperature methanol oil mixture greater than 60 c less than 3 min thus provision external heating not required methanol fresh refined palm oil molar ratio 6 1 1 wt sodium hydroxide catalyst fame yield 94 5 can achieved less than 3 min yield efficiency 33 8 10 4 g j 500 ml reaction volume 1000 ml reaction volume 1 min reaction time fame yield 79 9 can achieved yield efficiency 122 3 10 4 g j properties produced fame comply en 14214 astm d 6751 standards conclusion these results indicate high power commercial household fruit blender can utilized produce biodiesel economically effectively,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]"
159,bifunctional catalyst nife mgal hydrogen production chemical looping ethanol reforming,2021 american chemical society ethanol especially produced biomass considered renewable carbon neutral candidate produce hydrogen performances nife mgal bifunctional catalysts terms activity stability regenerability chemical looping reforming clr ethanol studied nife mgal bifunctional catalysts prepared hydrotalcite like compounds co precipitation method various characterization techniques x ray diffraction inductively coupled plasma nitrogen adsorption desorption h2 temperature programmed reduction transmission electron microscopy used determine properties fresh spent catalysts addition o2 temperature programmed oxidation scanning electron microscopy raman analyses used observation coke formation spent catalysts meanwhile situ diffuse reflectance infrared fourier transform spectroscopy can verify evolution catalyst during reactions it observed nife mgal catalyst showed higher catalytic activity stability than monometallic fe mgal ni mgal catalysts more specifically nife mgal catalyst provided highest h2 concentration up 80 low reaction temperature 500 c high performance ascribed formation ni fe alloy particles combination pulse experiments x ray photoelectron spectroscopy analysis elucidated iron particle surface form feo can oxidize carbon deposits resulting suppression coke formation addition nife mgal catalyst can maintain high hydrogen selectivity 10 repeated cycles,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
160,silver decorated reduced graphene oxide electrocatalyst zinc air batteries,2020 authors due their low cost very high energy density zinc air batteries zabs exhibit high potential various energy applications electrochemical performance air cathode has decisive impact discharge performance zabs because sluggish oxygen reduction reaction orr kinetics increase overpotential air cathode hence performance zabs work reduced graphene oxide decorated silver nanoparticles agnp rgo synthesized simultaneous reduction graphene oxide silver ions different amounts silver loading examined synthesis agnp rgo synthesized agnp rgo samples analyzed rotating disk electrode order investigate orr activity then synthesized agnp rgo electrocatalyst applied tubular designed zinc air battery order study performance zinc air battery results demonstrate agnp rgo efficient cost effective orr electrocatalyst its practical application zabs,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
161,miniaturized hybrid couplers quarter wave like transformers,kiees paper presents miniaturization hybrid coupler microwave frequency size reduction achieved use quarter wave like transformers qwlts implemented properly designed conjugately characteristic impedance transmission lines ccitls qwlt has shorter physical length than conventional quarter wave transformer qwt matching same impedance 25 size reduction has been achieved present hybrid coupler without significant performance degradation miniaturization hybrid coupler can consequently reduce size circuit composing it thus possibly decreasing manufacturing cost,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,minimized financial losses due interruptions voltage sags consideration investment cost,ieee paper presents analysis minimized financial losses due interruptions voltage sags consideration investment cost modified rbts bus 2 test system used simulations information technology industry council itic curve assumed voltage tolerance curve sensitive industrial customers two types lines considered overhead lines underground cables monte carlo simulations used simulate faults lines modified rbts bus 2 test system numbers unacceptable interruptions voltage sags estimated fault simulations results showed changing certain overhead lines underground cables can yield minimized financial losses due interruptions voltage sags consideration investment cost,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
163,heuristic based scheduling tablets film coating process,association computing machinery pharmaceutical industry tablets film coating planning concerns finding coating sequences parallel machines such both completion time number tardy jobs minimized problem made more difficult when wide variety drugs produced changing one another drug requires considerably long period cleaning setup times these times also vary depending previously coated drug we show problem could transformed into vehicle routing problem time window vrptw where variable arc exch ge heur istic whose concep t based variable neighborhood search vns devised solve such problem our proposed heuristic two phase one where initial solutions constructed easy implement dispatching heuristics i e earliest due date edd longest processing time lpt initial solution then iteratively improved series local search operators including 2opt relocation swap results our proposed heuristic comparatively good when compared those optimization model terms solution quality gap less than 5 instances 20 orders but it requires much less computation time which crucial practical point view,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
164,early stress detection plant phenotyping cnn lstm architecture,2021 ieee order ensure availability food future plant stress identification one crucial tasks used plant phenotyping develop better crops research we use convolution neural network cnn combined lstm identify early state plant stress caused deficiency nutrients we use treatment study dataset sorghum s bicolor which consists more than 40 000 images growing sorghum images captured phenotyping facility 3 views experiment studies plant growing under 3 treatment conditions 100 100 100 ammonium 100 nitrate 50 10 10 10 network divided into two parts features extraction classification network vgg16 pre trained weights imagenet dataset used feature extractor lstm cell multi layer perceptron mlp used classify extracted features determine stress plants after subjected stressor result revealed network can detect stress accuracy more than 85 2 days after plants subjected stressor treatment,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,potential carbon dioxide storage petroleum industries gulf thailand green production,published under licence iop publishing ltd recently climate change global warming global concern because increase huge amount carbon dioxide co2 atmosphere gas comes energy activities industries like petroleum industries carbon capture storage ccs practical technology reduce storage co2 thailand one main potential sites storage gulf thailand however research issue very rare thailand consequently work aiming potential study co2 geological storage formations gulf thailand simulation co2 storage capacity pressure buildup plume migration have been estimated also study has been simulated various conditions co2 injection used 1 000 4 000 tons per day depth 2 200 2 330 meters results studied 50 years monitoring period results present formation characteristics co2 storage area has potential moreover pressure buildup plume migration illustrated period 50 years fundamental knowledge study can contribute co2 storage offshore area thailand,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
166,analysis cutting oil emulsion destabilization aluminum sulfate,2017 informa uk limited trading taylor francis group destabilization mechanism high stable cutting oil emulsion aluminum sulfate al2 so4 3 investigated since it can affect properties aggregates following separation units al2 so4 3 dosage ph key factors destabilization effective separation occurred when precipitated al oh 3 dominated neutral ph 6 5 7 0 best separation can achieved when solid flocs formed 1 0 mm which exceeded dosage critical coagulation concentration ccc 0 75 mm two different mechanisms proved emulsion destabilization depending upon al3 concentration under ph range first mechanism adsorption al oh 3 surface oil droplets which led droplet coalescence increasing al3 dosage sweep flocculation al oh 3 precipitates occurred al3 dosage effective destabilization increased accordance oil concentration formation aluminum hydroxide precipitates bayerite structure affirmed analyzing elemental composition crystalline structure flocs destablization,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
167,matrix decomposition method odd type gaussian normal basis multiplication,ieee normal basis used many applications because efficiency implementation however most space complexity reduction techniques binary field multiplier applicable only optimal normal basis or gaussian normal basis even type there 187 binary fields gf 2k k 2 1 000 use odd type gaussian normal basis paper presents method reduce space complexity odd type gaussian normal basis multipliers over binary field gf 2k idea adapted matrix decomposition method optimal normal basis result shows our space complexity reduction method can reduce number xor gates used implementation comparing previous works small trade off critical path delay,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
168,development software defined mesh network emulator testbed ddos defence study,ieee paper has proposed develop software defined mesh network emulator testbed order study network defense against ddos attack sdn virtual switches can reprogrammed drop attacker traffics earliest possible locations advantageous comparison current industrial practice whereby only firewall sitting network domain border or gateway can perform such dropping action testbed uses gns3 platform where ovs switches constructed controlled opendaylight controller simple linux script has been developed herein instantiate distributed ping attack all possible starting switches victim gateway ddos intention numerical example reported here shows tcp udp throughputs round trip time measurable emulated network users demonstrate application sdn resolving attacking adverse effects,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,design optimisation power efficient high altitude platform equatorial operation,ieee high altitude platform hap aircraft cruising stratosphere surveillance telecommunication there three main types haps fixed wing aeroplane airship balloon study aims designing unmanned solar powered aeroplane communication functioning satellite values solar radiation power equinox summer solstice winter solstice estimated well required power each mission profile those values required power available one used constraints required solar cell area required battery capacity then wing planform sized optimise wing three aerofoils different tip dihedral angles simulated ansys so one optimal rolling pitching yawing moments could selected mass each aircraft component later estimated tail sized based those masses their locations static margin calculated validate tail sizing hap centre mass verification power consumption also performed simulation whole aircraft final conceptual hap model equipped 19 5 aspect ratio eppler 397 wing angle incidence 5 degrees tip dihedral angle 8 degree 7 5 metres longitudinal centre line,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,effects ferrihydrite impregnated powdered activated carbon phosphate removal biofouling ultrafiltration membrane,2021 authors licensee mdpi basel switzerland presence multiple contaminant species surface waters makes surface water treatment difficult accomplish through single process herein we evaluated ability integrated adsorption ultrafiltration uf membrane filtration system simultaneously remove phosphates dissolved organic matter dom when bare powdered activated carbon pac pac impregnated amorphous ferrihydrite fhpac adsorbents compared fhpac showed greater adsorption rate capacity phosphate fhpac had phosphate adsorption capacity 2 32 mg po43 g fhpac even when dom present competing adsorbate lab scale hybrid fhpac uf system i e integrated adsorption fhpac uf membrane filtration irreversible membrane fouling ca three times lower than pac uf system when membrane fouling pac uf system described pore blockage models we found main cause fouling bacterial deposition membrane surface clsm analysis determined chemical composition foulants pac uf system included higher proportions proteins nucleic acids alpha polysaccharides than fhpac uf system overall fhpac s ability undergo ligand exchanges dom helped reduce nutrients bacteria cause biofouling accumulate membrane surface,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
